tip,states
FMN_P012_WE04,Absent
FMN_P012_WE05,Absent
FMN_P012_WE07,Absent
FMN_P012_WE08,Absent
FMN_P012_WE09,Absent
FMN_P012_WE10,Absent
FMN_P012_WE11,Absent
FMN_P012_WE12,Absent
FMN_P012_WF01,Absent
FMN_P012_WF02,Absent
FMN_P012_WF03,Absent
FMN_P012_WF04,Absent
FMN_P012_WF05,Absent
FMN_P012_WF06,Absent
FMN_P012_WF07,Absent
FMN_P012_WF08,Absent
FMN_P012_WF09,Absent
FMN_P012_WF10,Absent
FMN_P012_WF11,Absent
FMN_P012_WF12,Absent
FMN_P012_WG01,Absent
FMN_P012_WG02,Absent
FMN_P012_WG03,Absent
FMN_P012_WG04,Absent
FMN_P012_WG05,Present
FMN_P012_WG06,Present
FMN_P012_WG07,Absent
FMN_P012_WG08,Absent
FMN_P012_WG09,Absent
FMN_P012_WG10,Absent
FMN_P012_WG11,Absent
FMN_P012_WG12,Absent
FMN_P012_WH01,Absent
FMN_P012_WH02,Absent
FMN_P012_WH03,Absent
FMN_P012_WH04,Absent
FMN_P012_WH05,Absent
FMN_P012_WH06,Absent
FMN_P012_WH07,Absent
FMN_P012_WH08,Absent
FMN_P012_WH09,Absent
FMN_P012_WH10,Absent
FMN_P012_WH11,Absent
FMN_P012_WH12,Absent
FMN_P013_WA01,Absent
FMN_P013_WA02,Absent
FMN_P013_WA03,Absent
FMN_P013_WA04,Present
FMN_P013_WA05,Absent
FMN_P013_WA06,Absent
FMN_P013_WA07,Absent
FMN_P013_WA08,Absent
FMN_P013_WA09,Absent
FMN_P013_WA10,Absent
FMN_P013_WA11,Absent
FMN_P013_WA12,Present
FMN_P013_WB01,Absent
FMN_P013_WB02,Absent
FMN_P013_WB03,Absent
FMN_P013_WB04,Absent
FMN_P013_WB07,Absent
FMN_P013_WB08,Absent
FMN_P013_WB10,Absent
FMN_P013_WB11,Absent
FMN_P013_WB12,Absent
FMN_P013_WC01,Absent
FMN_P013_WC02,Absent
FMN_P013_WC03,Present
FMN_P013_WC04,Present
FMN_P013_WC05,Present
FMN_P013_WC06,Present
FMN_P013_WC07,Present
FMN_P013_WC08,Present
FMN_P013_WC09,Present
FMN_P013_WC10,Present
FMN_P013_WC11,Present
FMN_P013_WC12,Present
FMN_P013_WD01,Present
FMN_P013_WD02,Present
FMN_P013_WD03,Present
FMN_P013_WD04,Present
FMN_P013_WD05,Present
FMN_P013_WD06,Present
FMN_P013_WD07,Present
FMN_P013_WD08,Present
FMN_P013_WD09,Present
FMN_P013_WD10,Present
FMN_P013_WD11,Present
FMN_P013_WD12,Present
FMN_P013_WE01,Present
FMN_P013_WE02,Present
FMN_P013_WE03,Present
FMN_P013_WE04,Present
FMN_P013_WE05,Present
FMN_P013_WE06,Present
FMN_P013_WE07,Present
FMN_P013_WE08,Present
FMN_P013_WE09,Present
FMN_P013_WE10,Present
FMN_P013_WE11,Present
FMN_P013_WF01,Present
FMN_P013_WF03,Present
FMN_P013_WF04,Present
FMN_P013_WF05,Present
FMN_P013_WF06,Present
FMN_P013_WF07,Present
FMN_P013_WF08,Present
FMN_P013_WF10,Present
FMN_P013_WF11,Present
FMN_P013_WF12,Present
FMN_P013_WG01,Present
FMN_P013_WG02,Present
FMN_P013_WG03,Absent
FMN_P013_WG04,Absent
FMN_P013_WG05,Absent
FMN_P013_WG06,Absent
FMN_P013_WG07,Absent
FMN_P013_WG08,Absent
FMN_P013_WG09,Absent
FMN_P013_WG10,Absent
FMN_P013_WG11,Absent
FMN_P013_WG12,Present
FMN_P013_WH01,Present
FMN_P013_WH02,Present
FMN_P013_WH03,Present
FMN_P013_WH04,Present
FMN_P013_WH05,Present
FMN_P013_WH06,Present
FMN_P013_WH07,Present
FMN_P013_WH08,Present
FMN_P013_WH09,Present
FMN_P013_WH10,Present
FMN_P013_WH11,Present
FMN_P013_WH12,Present
FMN_P014_WA01,Present
FMN_P014_WA02,Absent
FMN_P014_WA03,Absent
FMN_P014_WA04,Absent
FMN_P014_WA05,Present
FMN_P014_WA06,Present
FMN_P014_WA07,Present
FMN_P014_WA08,Present
FMN_P014_WA09,Present
FMN_P014_WA10,Present
FMN_P014_WA11,Present
FMN_P014_WA12,Present
FMN_P014_WB01,Present
FMN_P014_WB02,Present
FMN_P014_WB03,Present
FMN_P014_WB04,Present
FMN_P014_WB05,Present
FMN_P014_WB06,Present
FMN_P014_WB07,Present
FMN_P014_WB09,Present
FMN_P014_WB10,Present
FMN_P014_WB12,Present
FMN_P014_WC01,Present
FMN_P014_WC02,Present
FMN_P014_WC03,Present
FMN_P014_WC04,Present
FMN_P014_WC05,Present
FMN_P014_WC06,Present
FMN_P014_WC07,Present
FMN_P014_WC08,Present
FMN_P014_WC09,Present
FMN_P014_WC11,Present
FMN_P014_WC12,Present
FMN_P014_WD01,Present
FMN_P014_WD02,Present
FMN_P014_WD03,Present
FMN_P014_WD04,Present
FMN_P014_WD05,Present
FMN_P014_WD06,Present
FMN_P014_WD07,Present
FMN_P014_WD09,Present
FMN_P014_WD10,Present
FMN_P014_WD11,Present
FMN_P014_WD12,Present
FMN_P014_WE01,Present
FMN_P014_WE02,Present
FMN_P014_WE03,Present
FMN_P014_WE04,Present
FMN_P014_WE05,Present
FMN_P014_WE06,Present
FMN_P014_WE08,Present
FMN_P014_WE09,Present
FMN_P014_WE10,Present
FMN_P014_WE11,Present
FMN_P014_WE12,Present
FMN_P014_WF01,Present
FMN_P014_WF02,Present
FMN_P014_WF03,Present
FMN_P014_WF04,Present
FMN_P014_WF06,Present
FMN_P014_WF07,Present
FMN_P014_WF08,Present
FMN_P014_WF10,Present
FMN_P014_WF11,Present
FMN_P014_WF12,Present
FMN_P014_WG01,Present
FMN_P014_WG02,Present
FMN_P014_WG03,Present
FMN_P014_WG04,Present
FMN_P014_WG05,Present
FMN_P014_WG06,Present
FMN_P014_WG07,Present
FMN_P014_WG08,Present
FMN_P014_WG09,Present
FMN_P014_WG10,Present
FMN_P014_WG11,Present
FMN_P014_WG12,Present
FMN_P014_WH01,Present
FMN_P014_WH02,Present
FMN_P014_WH03,Present
FMN_P014_WH04,Present
FMN_P014_WH05,Present
FMN_P014_WH06,Present
FMN_P014_WH07,Present
FMN_P014_WH08,Present
FMN_P014_WH09,Present
FMN_P014_WH10,Present
FMN_P014_WH11,Present
FMN_P014_WH12,Present
FMN_P015_WA01,Present
FMN_P015_WA02,Present
FMN_P015_WA03,Present
FMN_P015_WA04,Present
FMN_P015_WA05,Present
FMN_P015_WA06,Present
FMN_P015_WA07,Present
FMN_P015_WA08,Present
FMN_P015_WA09,Present
FMN_P015_WA10,Present
FMN_P015_WA11,Present
FMN_P015_WA12,Present
FMN_P015_WB01,Present
FMN_P015_WB03,Present
FMN_P015_WB04,Present
FMN_P015_WB05,Present
FMN_P015_WB06,Present
FMN_P015_WB07,Present
FMN_P015_WB08,Present
FMN_P015_WB09,Present
FMN_P015_WB10,Present
FMN_P015_WB11,Present
FMN_P015_WB12,Present
FMN_P015_WC01,Present
FMN_P015_WC02,Present
FMN_P015_WC03,Present
FMN_P015_WC04,Present
FMN_P015_WC05,Present
FMN_P015_WC06,Present
FMN_P015_WC07,Present
FMN_P015_WC08,Present
FMN_P015_WC09,Present
FMN_P015_WC10,Present
FMN_P015_WC11,Present
FMN_P015_WC12,Present
FMN_P015_WD01,Present
FMN_P015_WD02,Present
FMN_P015_WD04,Present
FMN_P015_WD05,Present
FMN_P015_WD06,Present
FMN_P015_WD07,Present
FMN_P015_WD08,Present
FMN_P015_WD09,Present
FMN_P015_WD10,Present
FMN_P015_WD11,Present
FMN_P015_WD12,Present
FMN_P015_WE01,Present
FMN_P015_WE02,Present
FMN_P015_WE03,Present
FMN_P015_WE04,Present
FMN_P015_WE05,Present
FMN_P015_WE06,Absent
FMN_P015_WE07,Absent
FMN_P015_WE08,Absent
FMN_P015_WE09,Absent
FMN_P015_WE10,Present
FMN_P015_WE11,Present
FMN_P015_WE12,Present
FMN_P015_WF01,Present
FMN_P015_WF02,Present
FMN_P015_WF03,Present
FMN_P015_WF04,Present
FMN_P015_WF05,Present
FMN_P015_WF06,Present
FMN_P015_WF07,Present
FMN_P015_WF08,Absent
FMN_P015_WF09,Present
FMN_P015_WF10,Absent
FMN_P015_WF12,Present
FMN_P015_WG01,Present
FMN_P015_WG02,Present
FMN_P015_WG03,Present
FMN_P015_WG04,Present
FMN_P015_WG05,Present
FMN_P015_WG06,Present
FMN_P015_WG07,Present
FMN_P015_WG08,Present
FMN_P015_WG09,Present
FMN_P015_WG10,Present
FMN_P015_WG11,Present
FMN_P015_WG12,Present
FMN_P015_WH01,Present
FMN_P015_WH02,Present
FMN_P015_WH03,Present
FMN_P015_WH04,Present
FMN_P015_WH05,Present
FMN_P015_WH06,Present
FMN_P015_WH07,Present
FMN_P015_WH08,Present
FMN_P015_WH09,Present
FMN_P015_WH10,Present
FMN_P015_WH11,Present
FMN_P015_WH12,Present
FMN_P016_WA01,Present
FMN_P016_WA02,Present
FMN_P016_WA03,Present
FMN_P016_WA04,Present
FMN_P016_WA05,Present
FMN_P016_WA06,Present
FMN_P016_WA07,Present
FMN_P016_WA08,Present
FMN_P016_WA09,Present
FMN_P016_WA10,Present
FMN_P016_WA11,Present
FMN_P016_WA12,Present
FMN_P016_WB01,Present
FMN_P016_WB02,Present
FMN_P016_WB03,Present
FMN_P016_WB04,Present
FMN_P016_WB05,Present
FMN_P016_WB06,Present
FMN_P016_WB07,Present
FMN_P016_WB08,Present
FMN_P016_WB09,Present
FMN_P016_WB10,Present
FMN_P016_WB11,Present
FMN_P016_WB12,Present
FMN_P016_WC01,Present
FMN_P016_WC02,Present
FMN_P016_WC03,Present
FMN_P016_WC04,Present
FMN_P016_WC05,Present
FMN_P016_WC06,Present
FMN_P016_WC07,Present
FMN_P016_WC08,Present
FMN_P016_WC09,Present
FMN_P016_WC10,Present
FMN_P016_WC11,Present
FMN_P016_WC12,Present
FMN_P016_WD01,Present
FMN_P016_WD02,Present
FMN_P016_WD03,Present
FMN_P016_WD04,Present
FMN_P016_WD05,Present
FMN_P016_WD06,Present
FMN_P016_WD07,Present
FMN_P016_WD08,Present
FMN_P016_WD09,Present
FMN_P016_WD10,Present
FMN_P016_WD11,Absent
FMN_P016_WD12,Present
FMN_P016_WE01,Present
FMN_P016_WE02,Present
FMN_P016_WE03,Present
FMN_P016_WE04,Present
FMN_P016_WE05,Present
FMN_P016_WE06,Present
FMN_P016_WE07,Present
FMN_P016_WE08,Present
FMN_P016_WE09,Present
FMN_P016_WE10,Present
FMN_P016_WE11,Present
FMN_P016_WE12,Present
FMN_P016_WF01,Present
FMN_P016_WF02,Present
FMN_P016_WF03,Present
FMN_P016_WF04,Present
FMN_P016_WF05,Present
FMN_P016_WF06,Present
FMN_P016_WF07,Absent
FMN_P016_WF08,Present
FMN_P016_WF09,Absent
FMN_P016_WF10,Present
FMN_P016_WF11,Present
FMN_P016_WF12,Present
FMN_P016_WG01,Present
FMN_P016_WG02,Present
FMN_P016_WG03,Present
FMN_P016_WG04,Present
FMN_P016_WG05,Present
FMN_P016_WG06,Present
FMN_P016_WG07,Present
FMN_P016_WG08,Present
FMN_P016_WG09,Present
FMN_P016_WG10,Present
FMN_P016_WG11,Present
FMN_P016_WH01,Present
FMN_P016_WH02,Present
FMN_P016_WH03,Present
FMN_P016_WH04,Present
FMN_P016_WH05,Present
FMN_P016_WH06,Present
FMN_P016_WH07,Present
FMN_P016_WH09,Present
FMN_P016_WH10,Present
FMN_P016_WH11,Present
FMN_P016_WH12,Present
FMN_P017_WA01,Present
FMN_P017_WA02,Present
FMN_P017_WA04,Present
FMN_P017_WA05,Present
FMN_P017_WA06,Present
FMN_P017_WA07,Present
FMN_P017_WA08,Present
FMN_P017_WA09,Present
FMN_P017_WA10,Present
FMN_P017_WA11,Present
FMN_P017_WB01,Present
FMN_P017_WB02,Present
FMN_P017_WB03,Absent
FMN_P017_WB04,Absent
FMN_P017_WB05,Absent
FMN_P017_WB06,Absent
FMN_P017_WB07,Absent
FMN_P017_WB08,Absent
FMN_P017_WB09,Absent
FMN_P017_WB10,Absent
FMN_P017_WB11,Absent
FMN_P017_WC01,Absent
FMN_P017_WC02,Absent
FMN_P017_WC03,Absent
FMN_P017_WC04,Absent
FMN_P017_WC05,Absent
FMN_P017_WC06,Present
FMN_P017_WC07,Present
FMN_P017_WC08,Absent
FMN_P017_WC09,Present
FMN_P017_WC10,Present
FMN_P017_WC11,Present
FMN_P017_WC12,Present
FMN_P017_WD01,Present
FMN_P017_WD02,Present
FMN_P017_WD03,Present
FMN_P017_WD04,Present
FMN_P017_WD05,Present
FMN_P017_WD06,Present
FMN_P017_WD07,Present
FMN_P017_WD08,Present
FMN_P017_WD09,Present
FMN_P017_WD10,Present
FMN_P017_WD11,Absent
FMN_P017_WD12,Absent
FMN_P017_WE01,Present
FMN_P017_WE02,Present
FMN_P017_WE03,Absent
FMN_P017_WE04,Absent
FMN_P017_WE05,Absent
FMN_P017_WE06,Absent
FMN_P017_WE07,Absent
FMN_P017_WE08,Absent
FMN_P017_WE09,Absent
FMN_P017_WE10,Absent
FMN_P017_WE11,Absent
FMN_P017_WE12,Absent
FMN_P017_WF01,Absent
FMN_P017_WF03,Absent
FMN_P017_WF04,Absent
FMN_P017_WF05,Absent
FMN_P017_WF07,Present
FMN_P017_WF08,Present
FMN_P017_WF09,Present
FMN_P017_WF10,Present
FMN_P017_WF11,Present
FMN_P017_WF12,Present
FMN_P017_WG01,Absent
FMN_P017_WG02,Absent
FMN_P017_WG04,Absent
FMN_P017_WG05,Absent
FMN_P017_WG06,Present
FMN_P017_WG07,Present
FMN_P017_WG08,Absent
FMN_P017_WG09,Absent
FMN_P017_WG10,Absent
FMN_P017_WG11,Absent
FMN_P017_WG12,Absent
FMN_P017_WH01,Absent
FMN_P017_WH02,Absent
FMN_P017_WH03,Absent
FMN_P017_WH04,Present
FMN_P017_WH05,Present
FMN_P017_WH06,Present
FMN_P017_WH07,Present
FMN_P017_WH08,Present
FMN_P017_WH09,Present
FMN_P017_WH10,Absent
FMN_P017_WH11,Absent
FMN_P017_WH12,Absent
FMN_P018_WA01,Present
FMN_P018_WA02,Present
FMN_P018_WA03,Present
FMN_P018_WA04,Present
FMN_P018_WA05,Present
FMN_P018_WA07,Present
FMN_P018_WA08,Present
FMN_P018_WA09,Present
FMN_P018_WA10,Present
FMN_P018_WA11,Present
FMN_P018_WA12,Present
FMN_P018_WB01,Present
FMN_P018_WB03,Present
FMN_P018_WB04,Present
FMN_P018_WB05,Present
FMN_P018_WB06,Present
FMN_P018_WB07,Present
FMN_P018_WB08,Present
FMN_P018_WB09,Present
FMN_P018_WB10,Present
FMN_P018_WB11,Present
FMN_P018_WB12,Present
FMN_P018_WC02,Present
FMN_P018_WC03,Present
FMN_P018_WC04,Present
FMN_P018_WC05,Present
FMN_P018_WC06,Present
FMN_P018_WC07,Present
FMN_P018_WC08,Present
FMN_P018_WC09,Present
FMN_P018_WC10,Present
FMN_P018_WC11,Present
FMN_P018_WC12,Present
FMN_P018_WD01,Present
FMN_P018_WD02,Present
FMN_P018_WD03,Present
FMN_P018_WD04,Present
FMN_P018_WD05,Present
FMN_P018_WD06,Present
FMN_P018_WD07,Present
FMN_P018_WD08,Present
FMN_P018_WD09,Present
FMN_P018_WD10,Present
FMN_P018_WD11,Absent
FMN_P018_WD12,Present
FMN_P018_WE01,Present
FMN_P018_WE02,Present
FMN_P018_WE03,Absent
FMN_P018_WE04,Present
FMN_P018_WE05,Present
FMN_P018_WE06,Present
FMN_P018_WE07,Present
FMN_P018_WE08,Present
FMN_P018_WE09,Present
FMN_P018_WE10,Present
FMN_P018_WE11,Present
FMN_P018_WE12,Present
FMN_P018_WF01,Present
FMN_P018_WF02,Present
FMN_P018_WF03,Present
FMN_P018_WF04,Present
FMN_P018_WF05,Present
FMN_P018_WF06,Present
FMN_P018_WF07,Present
FMN_P018_WF08,Present
FMN_P018_WF09,Present
FMN_P018_WF10,Absent
FMN_P018_WF11,Present
FMN_P018_WF12,Present
FMN_P018_WG01,Present
FMN_P018_WG02,Present
FMN_P018_WG03,Present
FMN_P018_WG04,Present
FMN_P018_WG05,Present
FMN_P018_WG06,Present
FMN_P018_WG07,Present
FMN_P018_WG08,Present
FMN_P018_WG09,Present
FMN_P018_WG10,Present
FMN_P018_WG11,Present
FMN_P018_WH01,Present
FMN_P018_WH02,Present
FMN_P018_WH03,Present
FMN_P018_WH04,Present
FMN_P018_WH05,Present
FMN_P018_WH06,Present
FMN_P018_WH07,Present
FMN_P018_WH08,Present
FMN_P018_WH09,Present
FMN_P018_WH10,Present
FMN_P018_WH11,Present
FMN_P018_WH12,Present
FMN_P019_WA01,Present
FMN_P019_WA02,Present
FMN_P019_WA03,Present
FMN_P019_WA04,Present
FMN_P019_WA05,Present
FMN_P019_WA07,Present
FMN_P019_WA08,Present
FMN_P019_WA09,Present
FMN_P019_WA10,Present
FMN_P019_WA11,Present
FMN_P019_WA12,Present
FMN_P019_WB01,Present
FMN_P019_WB02,Present
FMN_P019_WB03,Present
FMN_P019_WB04,Present
FMN_P019_WB05,Present
FMN_P019_WB06,Present
FMN_P019_WB07,Present
FMN_P019_WB08,Present
FMN_P019_WB09,Present
FMN_P019_WB10,Present
FMN_P019_WB11,Present
FMN_P019_WB12,Present
FMN_P019_WC01,Present
FMN_P019_WC02,Present
FMN_P019_WC03,Present
FMN_P019_WC04,Present
FMN_P019_WC05,Present
FMN_P019_WC06,Present
FMN_P019_WC07,Present
FMN_P019_WC08,Present
FMN_P019_WC09,Present
FMN_P019_WC10,Present
FMN_P019_WC11,Present
FMN_P019_WC12,Present
FMN_P019_WD01,Present
FMN_P019_WD02,Present
FMN_P019_WD03,Present
FMN_P019_WD04,Present
FMN_P019_WD05,Present
FMN_P019_WD06,Present
FMN_P019_WD07,Present
FMN_P019_WD08,Present
FMN_P019_WD09,Present
FMN_P019_WD10,Present
FMN_P019_WD12,Present
FMN_P019_WE01,Present
FMN_P019_WE02,Present
FMN_P019_WE03,Present
FMN_P019_WE04,Present
FMN_P019_WE05,Present
FMN_P019_WE06,Present
FMN_P019_WE07,Present
FMN_P019_WE08,Present
FMN_P019_WE09,Present
FMN_P019_WE10,Present
FMN_P019_WE11,Present
FMN_P019_WE12,Present
FMN_P019_WF01,Present
FMN_P019_WF02,Present
FMN_P019_WF03,Present
FMN_P019_WF04,Present
FMN_P019_WF05,Present
FMN_P019_WF06,Present
FMN_P019_WF07,Present
FMN_P019_WF08,Present
FMN_P019_WF09,Present
FMN_P019_WF10,Present
FMN_P019_WF11,Present
FMN_P019_WG01,Present
FMN_P019_WG02,Present
FMN_P019_WG03,Present
FMN_P019_WG04,Present
FMN_P019_WG06,Present
FMN_P019_WG07,Present
FMN_P019_WG08,Present
FMN_P019_WG09,Present
FMN_P019_WG10,Present
FMN_P019_WG11,Present
FMN_P019_WG12,Present
FMN_P019_WH01,Present
FMN_P019_WH02,Present
FMN_P019_WH03,Present
FMN_P019_WH04,Present
FMN_P019_WH05,Present
FMN_P019_WH06,Present
FMN_P019_WH07,Present
FMN_P019_WH08,Present
FMN_P019_WH09,Present
FMN_P019_WH10,Absent
FMN_P020_WA02,Present
FMN_P020_WA04,Present
FMN_P020_WA05,Absent
FMN_P020_WA06,Absent
FMN_P020_WA07,Absent
FMN_P020_WA08,Absent
FMN_P020_WA09,Absent
FMN_P020_WA10,Absent
FMN_P020_WA11,Absent
FMN_P020_WA12,Absent
FMN_P020_WB01,Absent
FMN_P020_WB02,Absent
FMN_P020_WB03,Absent
FMN_P020_WB04,Absent
FMN_P020_WB05,Absent
FMN_P020_WB06,Absent
FMN_P020_WB08,Absent
FMN_P020_WB09,Absent
FMN_P020_WB10,Absent
FMN_P020_WB11,Absent
FMN_P020_WB12,Absent
FMN_P020_WC01,Absent
FMN_P020_WC02,Absent
FMN_P020_WC03,Absent
FMN_P020_WC04,Absent
FMN_P020_WC05,Present
FMN_P020_WC06,Present
FMN_P020_WC07,Absent
FMN_P020_WC08,Absent
FMN_P020_WC09,Absent
FMN_P020_WC10,Absent
FMN_P020_WC11,Absent
FMN_P020_WC12,Absent
FMN_P020_WD01,Absent
FMN_P020_WD02,Absent
FMN_P020_WD03,Absent
FMN_P020_WD04,Absent
FMN_P020_WD05,Absent
FMN_P020_WD06,Absent
FMN_P020_WD07,Absent
FMN_P020_WD08,Absent
FMN_P020_WD09,Absent
FMN_P020_WD11,Absent
FMN_P020_WD12,Absent
FMN_P020_WE01,Absent
FMN_P020_WE03,Absent
FMN_P020_WE04,Absent
FMN_P020_WE05,Absent
FMN_P020_WE06,Absent
FMN_P020_WE07,Absent
FMN_P020_WE08,Absent
FMN_P020_WE09,Absent
FMN_P020_WE10,Absent
FMN_P020_WE11,Absent
FMN_P020_WE12,Absent
FMN_P020_WF01,Present
FMN_P020_WF02,Present
FMN_P020_WF03,Absent
FMN_P020_WF04,Present
FMN_P020_WF05,Present
FMN_P020_WF06,Absent
FMN_P020_WF07,Absent
FMN_P020_WF08,Present
FMN_P020_WF09,Absent
FMN_P020_WF11,Present
FMN_P020_WF12,Absent
FMN_P020_WG02,Absent
FMN_P020_WG04,Absent
FMN_P020_WG05,Absent
FMN_P020_WG06,Absent
FMN_P020_WG07,Absent
FMN_P020_WG08,Absent
FMN_P020_WG09,Absent
FMN_P020_WG10,Absent
FMN_P020_WG11,Absent
FMN_P020_WG12,Absent
FMN_P020_WH01,Absent
FMN_P020_WH02,Absent
FMN_P020_WH03,Absent
FMN_P020_WH04,Absent
FMN_P020_WH05,Absent
FMN_P020_WH06,Absent
FMN_P020_WH07,Absent
FMN_P020_WH08,Absent
FMN_P020_WH09,Absent
FMN_P020_WH10,Absent
FMN_P020_WH11,Absent
FMN_P020_WH12,Absent
FMN_P021_WA01,Absent
FMN_P021_WA02,Absent
FMN_P021_WA03,Absent
FMN_P021_WA04,Absent
FMN_P021_WA05,Absent
FMN_P021_WA06,Absent
FMN_P021_WA07,Absent
FMN_P021_WA08,Absent
FMN_P021_WA09,Absent
FMN_P021_WA10,Absent
FMN_P021_WA12,Absent
FMN_P021_WB01,Absent
FMN_P021_WB02,Absent
FMN_P021_WB03,Absent
FMN_P021_WB04,Absent
FMN_P021_WB05,Absent
FMN_P021_WB06,Absent
FMN_P021_WB07,Absent
FMN_P021_WB08,Absent
FMN_P021_WB09,Absent
FMN_P021_WB10,Absent
FMN_P021_WB11,Absent
FMN_P021_WB12,Absent
FMN_P021_WC01,Absent
FMN_P021_WC02,Absent
FMN_P021_WC03,Absent
FMN_P021_WC04,Absent
FMN_P021_WC05,Present
FMN_P021_WC06,Present
FMN_P021_WC07,Present
FMN_P021_WC08,Absent
FMN_P021_WC09,Absent
FMN_P021_WC10,Absent
FMN_P021_WC11,Present
FMN_P021_WC12,Present
FMN_P021_WD01,Present
FMN_P021_WD02,Present
FMN_P021_WD04,Present
FMN_P021_WD05,Present
FMN_P021_WD06,Present
FMN_P021_WD07,Present
FMN_P021_WD08,Present
FMN_P021_WD09,Present
FMN_P021_WD10,Present
FMN_P021_WD11,Present
FMN_P021_WD12,Present
FMN_P021_WE01,Present
FMN_P021_WE02,Present
FMN_P021_WE04,Present
FMN_P021_WE05,Present
FMN_P021_WE06,Present
FMN_P021_WE07,Present
FMN_P021_WE08,Present
FMN_P021_WE09,Present
FMN_P021_WE10,Present
FMN_P021_WE11,Present
FMN_P021_WF01,Present
FMN_P021_WF02,Present
FMN_P021_WF03,Present
FMN_P021_WF04,Present
FMN_P021_WF06,Present
FMN_P021_WF07,Present
FMN_P021_WF08,Present
FMN_P021_WF09,Present
FMN_P021_WF10,Present
FMN_P021_WF11,Present
FMN_P021_WF12,Present
FMN_P021_WG01,Present
FMN_P021_WG03,Present
FMN_P021_WG04,Present
FMN_P021_WG05,Present
FMN_P021_WG06,Present
FMN_P021_WG07,Present
FMN_P021_WG08,Present
FMN_P021_WG09,Present
FMN_P021_WG10,Present
FMN_P021_WG11,Present
FMN_P021_WG12,Present
FMN_P021_WH02,Present
FMN_P021_WH03,Present
FMN_P021_WH04,Present
FMN_P021_WH05,Present
FMN_P021_WH06,Present
FMN_P021_WH07,Present
FMN_P021_WH08,Present
FMN_P021_WH09,Present
FMN_P021_WH11,Present
FMN_P021_WH12,Present
FMN_P022_WA01,Present
FMN_P022_WA02,Present
FMN_P022_WA03,Absent
FMN_P022_WA04,Absent
FMN_P022_WA05,Present
FMN_P022_WA06,Present
FMN_P022_WA07,Present
FMN_P022_WA09,Present
FMN_P022_WA10,Present
FMN_P022_WA11,Present
FMN_P022_WA12,Present
FMN_P022_WB01,Present
FMN_P022_WB02,Present
FMN_P022_WB03,Present
FMN_P022_WB04,Present
FMN_P022_WB05,Present
FMN_P022_WB06,Present
FMN_P022_WB07,Present
FMN_P022_WB08,Present
FMN_P022_WB09,Present
FMN_P022_WB10,Present
FMN_P022_WB11,Present
FMN_P022_WB12,Present
FMN_P022_WC03,Present
FMN_P022_WC04,Present
FMN_P022_WC05,Present
FMN_P022_WC06,Present
FMN_P022_WC07,Present
FMN_P022_WC08,Present
FMN_P022_WC09,Present
FMN_P022_WC10,Present
FMN_P022_WC11,Present
FMN_P022_WC12,Present
FMN_P022_WD01,Present
FMN_P022_WD02,Present
FMN_P022_WD03,Present
FMN_P022_WD05,Present
FMN_P022_WD06,Present
FMN_P022_WD07,Present
FMN_P022_WD08,Present
FMN_P022_WD09,Present
FMN_P022_WD10,Present
FMN_P022_WD11,Present
FMN_P022_WD12,Present
FMN_P022_WE01,Present
FMN_P022_WE02,Present
FMN_P022_WE03,Present
FMN_P022_WE04,Present
FMN_P022_WE05,Present
FMN_P022_WE06,Present
FMN_P022_WE07,Present
FMN_P022_WE08,Present
FMN_P022_WE09,Present
FMN_P022_WE10,Present
FMN_P022_WE11,Present
FMN_P022_WF01,Absent
FMN_P022_WF02,Absent
FMN_P022_WF03,Absent
FMN_P022_WF04,Absent
FMN_P022_WF05,Absent
FMN_P022_WF06,Absent
FMN_P022_WF08,Absent
FMN_P022_WF09,Absent
FMN_P022_WF11,Absent
FMN_P022_WF12,Absent
FMN_P022_WG01,Absent
FMN_P022_WG02,Absent
FMN_P022_WG03,Absent
FMN_P022_WG04,Absent
FMN_P022_WG05,Absent
FMN_P022_WG06,Absent
FMN_P022_WG07,Absent
FMN_P022_WG08,Absent
FMN_P022_WG09,Absent
FMN_P022_WG10,Absent
FMN_P022_WG11,Absent
FMN_P022_WG12,Absent
FMN_P022_WH01,Absent
FMN_P022_WH02,Absent
FMN_P022_WH03,Absent
FMN_P022_WH04,Absent
FMN_P022_WH05,Absent
FMN_P022_WH06,Absent
FMN_P022_WH07,Absent
FMN_P022_WH08,Absent
FMN_P022_WH09,Absent
FMN_P022_WH10,Absent
FMN_P022_WH11,Absent
FMN_P022_WH12,Absent
FMN_P023_WA01,Absent
FMN_P023_WA02,Absent
FMN_P023_WA03,Absent
FMN_P023_WA04,Absent
FMN_P023_WA05,Absent
FMN_P023_WA07,Absent
FMN_P023_WA08,Absent
FMN_P023_WA09,Absent
FMN_P023_WA10,Absent
FMN_P023_WA11,Absent
FMN_P023_WA12,Absent
FMN_P023_WB01,Absent
FMN_P023_WB03,Absent
FMN_P023_WB04,Absent
FMN_P023_WB05,Absent
FMN_P023_WB06,Absent
FMN_P023_WB07,Absent
FMN_P023_WB08,Absent
FMN_P023_WB09,Absent
FMN_P023_WB10,Absent
FMN_P023_WB11,Absent
FMN_P023_WB12,Absent
FMN_P023_WC01,Absent
FMN_P023_WC02,Absent
FMN_P023_WC03,Absent
FMN_P023_WC04,Absent
FMN_P023_WC05,Absent
FMN_P023_WC06,Absent
FMN_P023_WC07,Absent
FMN_P023_WC08,Absent
